,url,category,comment,hate_towards_whom,label,id
19,https://www.bitchute.com/video/Zbjmylivs892/,fashion & beauty,Nice hairy chest? Freak,"Community,Individual",yes,6db88de6-ed2a-469b-a8e8-7cf6e53d590f
20,https://www.bitchute.com/video/Zbjmylivs892/,fashion & beauty,nice hairy chest?,"Community,Individual",yes,d1e7446c-a6aa-4ad7-870f-4040eb1f986a
21,https://www.bitchute.com/video/Zbjmylivs892/,fashion & beauty,- Nice hairy chest?,"Community,Individual",yes,320b91a8-5fd4-4f38-88a1-0c0eadbec081
22,https://www.bitchute.com/video/UNB7iw1M7Uco/,fashion & beauty,you cannot mix Wild Chimps into the general population,Community,yes,0202da52-e06d-4a1b-8c3f-0d1cd2d98eed
23,https://www.bitchute.com/video/UNB7iw1M7Uco/,fashion & beauty,there is no way to mix wild chimps with the general population,Community,yes,eea228a8-d9bb-4ccb-ba22-8347c6d90a98
24,https://www.bitchute.com/video/UNB7iw1M7Uco/,fashion & beauty,there's no way to mix wild chimps with the general population,Community,yes,77b20e67-0d0f-41c1-825b-6626c17047a2
25,https://www.bitchute.com/video/UNB7iw1M7Uco/,fashion & beauty,you can't mix wild chimps with the general population,Community,yes,0db8931b-bac9-405a-b53f-04dec4786fac
26,https://www.bitchute.com/video/UNB7iw1M7Uco/,fashion & beauty,You cannot mix wild chimpanzees in the general population,Community,yes,cfaf64dc-ae33-426c-90a8-9f6663d514cc
27,https://www.bitchute.com/video/UNB7iw1M7Uco/,fashion & beauty,wild chimpanzees in the general population are not allowed to mix,Community,yes,ea722ccc-9d53-49f4-82d4-63f9d9037ac8
28,https://www.bitchute.com/video/UNB7iw1M7Uco/,fashion & beauty,keep white and black separate,Community,yes,0929cd5e-6815-4e05-b1f0-3a2cd29b17a1
29,https://www.bitchute.com/video/UNB7iw1M7Uco/,fashion & beauty, Keep the white and black separate,Community,yes,8fac7994-45a0-4dfd-a581-5ea90355744b
30,https://www.bitchute.com/video/IJ4oWccln20/,news & politics,"She is probably the only female ""first lady"".",Community,yes,97c94588-f18f-4b23-94b8-2d399389c87a
31,https://www.bitchute.com/video/IJ4oWccln20/,news & politics,she's probably the only female first lady in history,Community,yes,3dbbe617-5838-4896-b3e0-e64f03302304
32,https://www.bitchute.com/video/IJ4oWccln20/,news & politics,she's probably the only female first lady,Community,yes,1c840444-ac88-48c5-8e6b-edc6cc39fd56
33,https://www.bitchute.com/video/IJ4oWccln20/,news & politics,"She's probably the only ""first lady"" woman.",Community,yes,13bdbcf3-4240-48b5-96ae-1d7914cfd820
34,https://www.bitchute.com/video/IJ4oWccln20/,news & politics,she's probably the only first lady,Community,yes,c43aca60-0eee-4a70-8d35-a3bf2143d7b7
35,https://www.bitchute.com/video/IJ4oWccln20/,news & politics,she's probably the only first lady woman,Community,yes,f43e0c73-d492-4887-8b54-59f1e309da3a
36,https://www.bitchute.com/video/IJ4oWccln20/,news & politics,That is like comparing a Ferrari to a garbage truck. Atleast the garbage truck serves a purpose,Individual,yes,ff50d4b2-0c7b-43d8-8491-be682e140d80
37,https://www.bitchute.com/video/IJ4oWccln20/,news & politics,it's like comparing a ferrari to a garbage truck,Individual,yes,12aa1b6c-d27d-4b73-ac73-ee5d943d4e99
38,https://www.bitchute.com/video/IJ4oWccln20/,news & politics,if you compare a ferrari to a garbage truck then at least the garbage truck serves a purpose,Individual,yes,be52eff6-32f6-45a9-9d0b-b6012312e5e4
39,https://www.bitchute.com/video/IJ4oWccln20/,news & politics,It's like comparing a Ferrari to a garbage truck. At least the garbage truck serves a purpose.,Individual,yes,f80deee0-19fc-41a3-92c4-597264a14f26
40,https://www.bitchute.com/video/IJ4oWccln20/,news & politics,like comparing a ferrari to a garbage truck,Individual,yes,89f95cad-901c-4875-956d-dc1fa731587c
41,https://www.bitchute.com/video/IJ4oWccln20/,news & politics,Wrong it's a man,Individual,yes,6fcb9c07-1d84-4976-9493-d7c5bb5b4d9a
42,https://www.bitchute.com/video/IJ4oWccln20/,news & politics,- He's a man.,Individual,yes,e6d35bc8-20f8-4299-8ef7-f6c3559e4d24
43,https://www.bitchute.com/video/IJ4oWccln20/,news & politics,I tell you what we went from a first lady that commands respect. To a third-rate bargain-basement social climber who runs around demanding respect like her insisting everybody call her doctor.,Individual,yes,d511a239-6689-4cac-bf66-47276ea7e75d
44,https://www.bitchute.com/video/IJ4oWccln20/,news & politics,we went from a first lady who commands respect to a third-rate bargain-basement social climber who runs around demanding respect like her and insists that everyone call her doc,Individual,yes,bfb68779-9ef4-426f-a465-b0d4ea028ccf
45,https://www.bitchute.com/video/IJ4oWccln20/,news & politics,I'm telling you what we've gone from a first lady who commands respect to a third-ranked social climber who runs around demanding respect as she demands that everyone call her doctor.,Individual,yes,88ff70c1-1ec2-4bd5-b47e-6112b3814d57
46,https://www.bitchute.com/video/IJ4oWccln20/,news & politics,Botox can buy beauty after all,Individual,yes,1f101f22-5563-4b70-ac85-c75c07846eea
47,https://www.bitchute.com/video/IJ4oWccln20/,news & politics,botox can be good for beauty,Individual,yes,cbcdd380-11c2-46eb-94c5-85f407ecead7
48,https://www.bitchute.com/video/IJ4oWccln20/,news & politics,botox can be good for beauty after all?,Individual,yes,51da43a8-5c6f-4c81-961f-76bea9857ad8
49,https://www.bitchute.com/video/IJ4oWccln20/,news & politics,- Botox can buy beauty after all.,Individual,yes,98b217ec-531f-4bd8-a5d4-e09960d0f41e
50,https://www.bitchute.com/video/IJ4oWccln20/,news & politics,botox can be a good thing,Individual,yes,fb62e5e7-92bc-433e-b67a-d1be57d19833
51,https://www.bitchute.com/video/IJ4oWccln20/,news & politics,botox can be a beauty product,Individual,yes,6ac38bc3-e7e0-467e-aaf5-dacb3fef6a75
52,https://www.bitchute.com/video/IJ4oWccln20/,news & politics,the botox can be a beauty product,Individual,yes,718c647e-e4ff-4ed0-b8b6-cd2443ecc7ef
53,https://www.bitchute.com/video/IJ4oWccln20/,news & politics,the botox can buy beauty,Individual,yes,524f0b2e-5733-47e2-9f92-e293e8e5d9aa
54,https://www.bitchute.com/video/IJ4oWccln20/,news & politics,"Meanwhile, the Bidens be like ""Better get my good side"", because it is very lacking",Individual,yes,9b1e170c-83b3-4092-ae73-c7e7a49b2bb1
55,https://www.bitchute.com/video/IJ4oWccln20/,news & politics," Meanwhile, the Bidens are like ""Better get my good side"", because it's very missing",Individual,yes,581431ed-def7-44e2-a467-7e0547257d00
56,https://www.bitchute.com/video/9ZQGr4vmKjo/,news & politics,Not a hint of testosterone detected in this one.,Individual,yes,9581fe84-cf60-48dd-a4bd-ea8cc45f149d
57,https://www.bitchute.com/video/9ZQGr4vmKjo/,news & politics,there's not a hint of testosterone in this,Individual,yes,7657b0bf-2d0a-46df-af44-05c0b3b4de30
58,https://www.bitchute.com/video/9ZQGr4vmKjo/,news & politics,there's no hint of testosterone in this one,Individual,yes,e4ed452b-75f9-4187-bade-a3b1292873e5
59,https://www.bitchute.com/video/9ZQGr4vmKjo/,news & politics,there's not a hint of testosterone in this case,Individual,yes,f032346d-1417-426e-bb8f-e5903c3634b5
60,https://www.bitchute.com/video/9ZQGr4vmKjo/,news & politics,there was no hint of testosterone in this one,Individual,yes,c561b824-decb-4595-9c77-7c57b0b971ed
61,https://www.bitchute.com/video/9ZQGr4vmKjo/,news & politics,there's not a hint of testosterone in this one,Individual,yes,afeb29e4-10f1-4aff-8a10-040cfb5dafd0
62,https://www.bitchute.com/video/9ZQGr4vmKjo/,news & politics,Not a hint of testosterone detected in it.,Individual,yes,dd4c6418-5d5a-4077-b249-f7e1cffd743e
63,https://www.bitchute.com/video/9ZQGr4vmKjo/,news & politics,not a hint of testosterone detected,Individual,yes,030eef75-926a-452b-8d51-0e6c53232f5a
64,https://www.bitchute.com/video/9ZQGr4vmKjo/,news & politics,there was not a hint of testosterone in it,Individual,yes,0126d639-9636-4013-b912-c564b32315c5
65,https://www.bitchute.com/video/zDqdyO0QwEXE/,cuisine,Do NOT step on the grass... some people eat it...,Community,yes,f399af0c-14ab-4aa9-a5b7-c37053630e14
66,https://www.bitchute.com/video/zDqdyO0QwEXE/,cuisine,avoid walking on grass some people eat it,Community,yes,2a700737-c31d-42d2-8d24-05545ec3d34d
67,https://www.bitchute.com/video/zDqdyO0QwEXE/,cuisine,do not step on the grass some people eat it,Community,yes,1f77f6ec-904a-47b6-9b78-0c759a9fd937
68,https://www.bitchute.com/video/zDqdyO0QwEXE/,cuisine,Do not walk on the grass... some eat it...,Community,yes,20035b26-f6fa-4b9c-b032-34e5b542327a
69,https://www.bitchute.com/video/zui6v59rPgWc/,cuisine,"Correct answer: ""a disease"" or ""a delusion"" or a form of self hatred where you starve yourself of VITAL nutrients",Community,yes,b426470e-7c63-45d1-a970-769de5f0241f
70,https://www.bitchute.com/video/zui6v59rPgWc/,cuisine," Correct answer: ""a disease"" or ""an illusion"" or a form of self-hate where you are hungry for VITAL nutrients",Community,yes,3c2893d9-3182-461d-a006-c5c7c345b7e7
71,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,mainly by women. most teachers are women now.,Community,yes,887a09c6-f8d8-4a56-9306-ec49e299b53a
72,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,most of the teachers are now women,Community,yes,b26dddab-d8ca-43d6-9caa-654c9f7ea1c4
73,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,most teachers are now women,Community,yes,79c97906-3ce0-404e-81c0-c123c2d3755a
74,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,most of the teachers are women,Community,yes,cd7703ee-4ac9-415c-89c4-922f626e56e9
75,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,most teachers are women,Community,yes,c08d1ee8-fa66-441b-9145-760683fe2835
76,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,the majority of teachers are women,Community,yes,fc225eaf-8027-4e55-b2c1-67b2395788c1
77,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,most of the teachers are women now,Community,yes,7a3386d4-84d3-42c1-a42f-05ada3bcaefb
78,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics, Most teachers today are women.,Community,yes,3678a698-eb11-4a61-b8c6-b6e96ae10618
79,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,most of the teachers are women nowadays,Community,yes,c821d9ef-77cc-458b-a891-2ca4d1a27b78
80,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,most of the teachers are women today,Community,yes,4ba7a826-3be5-4adb-93a4-9ef2213fda20
81,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,most teachers are women today,Community,yes,c3aa8893-f9b8-4435-862d-99caf479fc0b
82,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,today most teachers are women,Community,yes,8a8ff0b8-0dcf-47ac-9b66-f67a3589e048
83,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,most teachers today are women,Community,yes,5fdb43c0-6163-4dbf-a4c5-0f97f80b9f14
84,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,Probably in the northeast or west coast.,Location,yes,97b60c9b-dc5d-42f3-8db1-72369bd4f282
85,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,probably in the northeast or the western coast,Location,yes,23378b32-108a-4b23-b972-b8806b22e321
86,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,probably on the northeast or the west coast,Location,yes,0a3eace1-eb65-426c-9d5a-58dc65f10067
87,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,probably in the northeast or the west coast,Location,yes,ecb850e2-4cda-454a-b52a-8d352863cd38
88,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,probably on the northeast or west coast,Location,yes,470e0aaf-2f8c-4b9f-8cce-1b8fc8a67a93
89,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,probably in the northeast or west coast,Location,yes,89307bc2-435a-44a5-a046-000ae2e6b8f7
90,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics, Probably in the northeast or west coast.,Location,yes,bf5fb029-e8be-47c6-8591-6f90ea2cbd13
91,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,"The mental hospitals were cleared out under a Bush, so half are on the streets homeless, the other half teach our children.",Community,yes,358e6a27-9a9a-4a1d-ac42-36ff22d9ab33
92,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,"The psychiatric hospitals have been cleaned under a Bush, so half are in the streets without shelter, the other half teaches our children.",Community,yes,7e1bdbb6-7638-4af8-bff0-2895a1c205f0
93,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,White children should not attend public schools. It's been bad for a long time but now it's getting incredibly dangerous.,Community,yes,ae66caeb-00fe-46b5-b6d4-251742bddd27
94,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,white children shouldn't go to public schools it's been bad for a long time but now it's incredibly dangerous,Community,yes,d13fd167-fb3e-4b74-a769-3e9b6cd917da
95,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,white children shouldn't attend public schools it's been bad for a long time but now it's incredibly dangerous,Community,yes,55b52e5f-213c-4a7a-b1ee-2a4342b47234
96,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,"White children shouldn't be attending public schools. It's been a long time since it hurts, but now it's getting incredibly dangerous.",Community,yes,46621708-677b-47ec-8df0-07a34c66f26c
97,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,it's been a long time since it hurt but now it's incredibly dangerous,Community,yes,c7162ace-f225-4060-8cfb-9d64bc0344ce
98,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,it's been a long time since it hurts but now it's incredibly dangerous,Community,yes,a349d3e8-820e-4e4a-89b1-a5a807ce2981
99,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,it's been a long time since it hurts but now it's becoming incredibly dangerous,Community,yes,b83e6bd4-f52c-4173-b1e7-55ec11e71797
100,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,it's been a long time since it hurts but now it's getting incredibly dangerous,Community,yes,2a1565f6-d475-4cb7-b6a2-9d1b1ec2ff98
101,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,white children shouldn't be attending public schools it's been a long time since it hurts but now it's extremely dangerous,Community,yes,d3b55819-9608-4d3d-b5cd-3e13925e84b8
102,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,white children shouldn't be attending public schools it's been a long time since it hurt but now it's incredibly dangerous,Community,yes,6209ea4b-858e-46dc-bcaa-0afdb3b98c07
103,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,white children shouldn't be attending public schools it's been a long time since it hurts but now it's incredibly dangerous,Community,yes,77a35c14-d0bf-472f-ac54-636484ad8197
104,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,white children shouldn't be attending public schools it's been a long time since it hurts but now it's becoming incredibly dangerous,Community,yes,4d0e65f2-2d5d-4fea-a4a7-19b30bc4eedc
105,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,white children shouldn't be attending public schools it's been a long time since it hurts but now it's getting incredibly dangerous,Community,yes,3face7b7-5171-4ab5-b05a-7113c22b51a9
106,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,She has Brain A.I.D.S.,"Community,Individual",yes,89a286c2-68c9-4a0f-97fd-b65a982de679
107,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,She's got an A.D.S. brain.,"Community,Individual",yes,ada168e4-8beb-42d5-9b8f-220ad83f81ba
108,https://www.bitchute.com/video/jyfLYIIje8FS/,news & politics,she has a brain,"Community,Individual",yes,19c434c0-b299-4ef3-9885-2448ae68493b
109,https://www.bitchute.com/video/2XXGIFJmsPH7/,sports,That's a man for sure LOL!!,Individual,yes,08eddb43-af93-4a26-8ffa-3667f55a1736
110,https://www.bitchute.com/video/2XXGIFJmsPH7/,sports,obviously it's a man,Individual,yes,cfb7e274-fb87-4688-b5a3-841374123881
111,https://www.bitchute.com/video/2XXGIFJmsPH7/,sports,He's a man for sure LOL!!,Individual,yes,51385915-5ef8-4ddc-bcbd-754d409efe6d
112,https://www.bitchute.com/video/2XXGIFJmsPH7/,sports,Not very many women in women's tennis.,Community,yes,0d61932a-793b-4b93-b56a-207f7a753fbb
113,https://www.bitchute.com/video/2XXGIFJmsPH7/,sports, Few women in women's tennis.,Community,yes,55c2df07-b235-494a-8d89-e944a0c7a559
114,https://www.bitchute.com/video/U4vIGCkrMnXa/,news & politics,Welcome to commie Kanada!,Community,yes,00754992-5324-4447-99d9-cbb3b06fea22
115,https://www.bitchute.com/video/U4vIGCkrMnXa/,news & politics,welcome to the commie in kanada,Community,yes,cbd33f0c-6256-419e-b0bd-8b309b92262d
116,https://www.bitchute.com/video/U4vIGCkrMnXa/,news & politics,welcome to the commie of kanada,Community,yes,8e4dcb04-0dd9-4e63-9d31-c51fe03e4186
117,https://www.bitchute.com/video/U4vIGCkrMnXa/,news & politics,hello commie kanada,Community,yes,07836e04-2e07-4629-9fce-88612490bc50
118,https://www.bitchute.com/video/U4vIGCkrMnXa/,news & politics,welcome to the commie kanada,Community,yes,58e96de9-c578-4c12-8076-e37619078a13
119,https://www.bitchute.com/video/U4vIGCkrMnXa/,news & politics,welcome to commie kanada,Community,yes,116c11c7-cdd5-48ab-8396-bdb44cf7a5a5
120,https://www.bitchute.com/video/U4vIGCkrMnXa/,news & politics,Welcome to the Kanada!,Community,yes,fb4c6fc8-e0b2-46ec-a64b-bddb656e5d5f
121,https://www.bitchute.com/video/U4vIGCkrMnXa/,news & politics,hello kanada,Community,yes,d5cabb33-e172-4d25-b7e7-65d062c7d905
122,https://www.bitchute.com/video/U4vIGCkrMnXa/,news & politics,welcome to the kanada region,Community,yes,f3d485a3-8b79-4dfa-be8d-6cb86d5c3d62
123,https://www.bitchute.com/video/U4vIGCkrMnXa/,news & politics,welcome to kanada,Community,yes,5dc015cf-a62f-435c-9332-d2b49657a458
124,https://www.bitchute.com/video/U4vIGCkrMnXa/,news & politics,welcome to the kanada,Community,yes,2c9f683a-2ec8-4d1e-90f7-cb5fb6990cd8
125,https://www.bitchute.com/video/GLWib2Ae8PCx/,cuisine,And you are a vegetable.,"Community,Individual",yes,4f8955a9-7d5b-4f1e-8e5f-7a53d48db5a3
126,https://www.bitchute.com/video/GLWib2Ae8PCx/,cuisine,A Biden voter in a nutshell .,"Community,Individual",yes,eadd45a4-ed5b-452c-b10a-991fa7494eeb
127,https://www.bitchute.com/video/GLWib2Ae8PCx/,cuisine,biden voters in a nutshell,"Community,Individual",yes,35ac2f45-a270-49de-a69d-b1bf970f760c
128,https://www.bitchute.com/video/GLWib2Ae8PCx/,cuisine,a biden voter in a nutshell,"Community,Individual",yes,3f600fe5-089d-4212-a040-8eaf64305b62
129,https://www.bitchute.com/video/GLWib2Ae8PCx/,cuisine,A biden voter in one word.,"Community,Individual",yes,0ab54af3-5323-4d44-b862-bcc90307c855
130,https://www.bitchute.com/video/riMRzNLbbLH0/,cuisine,Its de-popp food,Organisation,yes,d6192edd-de20-4d98-906e-52f28f056c9c
131,https://www.bitchute.com/video/riMRzNLbbLH0/,cuisine,- His food's de-popping.,Organisation,yes,9e877f64-8f7a-4652-8d64-07285cd5023a
132,https://www.bitchute.com/video/riMRzNLbbLH0/,cuisine,Dog smarter than human confirmed.,"Community,Organisation",yes,c357421b-b5a7-4df8-b8f8-d2adb221187f
133,https://www.bitchute.com/video/riMRzNLbbLH0/,cuisine,- More intelligent dog than the confirmed human.,"Community,Organisation",yes,00a041b2-688e-421e-8d80-370c3bd358bd
134,https://www.bitchute.com/video/riMRzNLbbLH0/,cuisine,"That's ONE SMART DOG,, smarter than 85% of the Population...","Community,Organisation",yes,eb2ff503-690c-4153-aa0b-8012271b6c13
135,https://www.bitchute.com/video/riMRzNLbbLH0/,cuisine,the dog is smarter than 85 people,"Community,Organisation",yes,25294d35-2b11-49ac-ab53-fa52fe9b8202
136,https://www.bitchute.com/video/riMRzNLbbLH0/,cuisine,"It's a SMART DOG, smarter than 85% of the population...","Community,Organisation",yes,bc77cc5d-4a73-4233-8e2b-d2b9476c222e
137,https://www.bitchute.com/video/riMRzNLbbLH0/,cuisine,"Hmm, I'm pretty fluent in Rabbit. My doggo is a little rusty but I could swear the doggy does not actually think that is food, even if he was starving.",Organisation,yes,b3df1bf5-ed41-4ce6-a378-ae5272014f01
138,https://www.bitchute.com/video/riMRzNLbbLH0/,cuisine,"My doggo is a little rusty but I could swear that the dog doesn't really think it's food, even if it was hungry.",Organisation,yes,01599abb-e268-4532-a64f-0be885b41f2f
139,https://www.bitchute.com/video/HCIYXD0svbP6/,news & politics,Is that a Freemason pin on that gorillas lapel?,Individual,yes,30359ea2-9aec-44fa-bc4f-6a114cc28f14
140,https://www.bitchute.com/video/HCIYXD0svbP6/,news & politics,is there a freemason pin on the gorilla's lapel?,Individual,yes,3bf3ff8c-eaaf-414a-a2c2-236d694f1c37
141,https://www.bitchute.com/video/HCIYXD0svbP6/,news & politics,is that a freemason pin on the gorilla's lapel?,Individual,yes,3c13a809-9c74-4188-ab70-03a97f365296
142,https://www.bitchute.com/video/HCIYXD0svbP6/,news & politics,Is that a freemason pin on this gorillas blade?,Individual,yes,a34c6d7d-480a-46cf-93ca-fc7cb0b79e3d
143,https://www.bitchute.com/video/HCIYXD0svbP6/,news & politics,is there a freemason pin on this gorilla's sword?,Individual,yes,54ba9514-92a1-4798-80f9-f832ea81b2f1
144,https://www.bitchute.com/video/HCIYXD0svbP6/,news & politics,is there a freemason pin on this gorilla's blade?,Individual,yes,5f2db84f-200f-463d-9323-c87a974f2385
145,https://www.bitchute.com/video/HCIYXD0svbP6/,news & politics,is there a freemason pin on this gorilla blade?,Individual,yes,62248c6b-d6e6-43cb-b4d3-1a1dc018a8ed
146,https://www.bitchute.com/video/HCIYXD0svbP6/,news & politics,"In a just world, she'd be giving her speech from a mud n straw hut.","Community,Individual",yes,c359a816-c36a-4645-84ed-1b20ebf0773a
147,https://www.bitchute.com/video/HCIYXD0svbP6/,news & politics,"In a righteous world, she gave her speech of a hut of mud and straw.","Community,Individual",yes,6e018142-df4d-477d-bc34-8f354ee24056
148,https://www.bitchute.com/video/HCIYXD0svbP6/,news & politics,Goes to show any creature can be elected,Individual,yes,90a65f21-8427-47cd-bce6-dd9c8e86e0eb
149,https://www.bitchute.com/video/HCIYXD0svbP6/,news & politics,He will show any creature that she can be elected.,Individual,yes,e82bf776-ddfb-4135-9ed3-edbb9ca59bef
150,https://www.bitchute.com/video/HCIYXD0svbP6/,news & politics,I see very little difference between this and the previous gorilla trying to read numbers.,"Community,Individual",yes,fd7a4640-f7e5-4b95-b710-fb93ab34a88e
151,https://www.bitchute.com/video/HCIYXD0svbP6/,news & politics,i don't see much difference between this and the previous gorilla trying to read numbers,"Community,Individual",yes,4f83a415-715b-4449-abcf-638408ffc352
152,https://www.bitchute.com/video/HCIYXD0svbP6/,news & politics,i see little difference between this and the previous gorilla trying to read numbers,"Community,Individual",yes,9458f46f-fd87-4a36-99bc-0fce50c8ba10
153,https://www.bitchute.com/video/HCIYXD0svbP6/,news & politics,i can see very little difference between this and the previous gorilla trying to read the numbers,"Community,Individual",yes,f4f55722-01b7-43de-96b4-385b3720678f
154,https://www.bitchute.com/video/HCIYXD0svbP6/,news & politics,i see very little difference between this and the previous gorilla trying to read numbers,"Community,Individual",yes,0a2fedb7-0d1f-4b6c-a8c8-0f0846ad8919
155,https://www.bitchute.com/video/HCIYXD0svbP6/,news & politics,i can see very little difference between this and the previous gorilla trying to read numbers,"Community,Individual",yes,331a9072-d0f3-49c1-819f-ce49bc1082f9
156,https://www.bitchute.com/video/FutRijzWnQme/,entertainment,That is NOT a woman.,Individual,yes,e26ddb92-d0d5-4206-bb62-985ab661ff93
157,https://www.bitchute.com/video/FutRijzWnQme/,entertainment,She's not a woman.,Individual,yes,f6e21a7d-382e-4f82-af4d-f43240ef6f6b
158,https://www.bitchute.com/video/FutRijzWnQme/,entertainment,this is what happens when you do crack. she's only 27 years old,Individual,yes,ea85bc9e-66fd-44e6-9efe-b5cda210152d
159,https://www.bitchute.com/video/FutRijzWnQme/,entertainment,she's only 27 years old,Individual,yes,f03da1f0-93a6-4e74-a957-7e9a5e84f988
160,https://www.bitchute.com/video/FutRijzWnQme/,entertainment,it happens when you crack,Individual,yes,b5b5a9c7-ba59-4b11-85b9-f3b637ae70df
