url	comment	scores	type
https://www.youtube.com/watch?v=59JYFW0PVBw	Pakistan will colony of China if it buys Rafale jets	[0.17812585830688477, 0.779743492603302, 0.042130690068006516]	NEWS & POLITICS
https://www.youtube.com/watch?v=6aMRQGwiuo8	I wonder what they'll have to offer in the JB Presidential Library?	[0.048350173979997635, 0.9037254452705383, 0.04792432114481926]	NEWS & POLITICS
https://www.youtube.com/watch?v=6aMRQGwiuo8	"Biden quoted stalin “The struggle is no longer about who gets to vote…it’s about who gets to count the vote,"""	[0.2823193669319153, 0.6649305820465088, 0.05275006964802742]	NEWS & POLITICS
https://www.youtube.com/watch?v=6aMRQGwiuo8	It’s almost like Trump was correct on a lot huh 🤔	[0.1322248876094818, 0.6370577812194824, 0.23071734607219696]	NEWS & POLITICS
https://www.youtube.com/watch?v=6aMRQGwiuo8	NMP FJB LGB	[0.12459825724363327, 0.782021164894104, 0.0933806300163269]	NEWS & POLITICS
https://www.youtube.com/watch?v=6aMRQGwiuo8	There's gotta be a difference between lien to people and lien to the entire world prey that God pulls back the veil of lies that absolutely plague politics.	[0.42812207341194153, 0.5205132365226746, 0.05136463791131973]	NEWS & POLITICS
https://www.youtube.com/watch?v=6aMRQGwiuo8	Had Biden just came in to office did noting except nap all day long everyday day, his approval number would be in the 60% range.	[0.09754888713359833, 0.7131826877593994, 0.18926846981048584]	NEWS & POLITICS
https://www.youtube.com/watch?v=6aMRQGwiuo8	Leaving the Southern Boarder wide open. We are of course going to have soaring cases. Close the boarders and I’m sure the cases would start lowering, maybe.	[0.2028295397758484, 0.6711399555206299, 0.12603048980236053]	NEWS & POLITICS
https://www.youtube.com/watch?v=6aMRQGwiuo8	It’s time to do what we do, and that’s everyday, Harris. What does that mean?	[0.05379066616296768, 0.7182925939559937, 0.22791676223278046]	NEWS & POLITICS
https://www.youtube.com/watch?v=6aMRQGwiuo8	VP KH talks like Ron Burgundy.	[0.15747366845607758, 0.7675210237503052, 0.07500539720058441]	NEWS & POLITICS
https://www.youtube.com/watch?v=6aMRQGwiuo8	I said it before and i'll say it continuously - ❎❎IMPEAH BIDEN❎❎ 🚧🚧🚧🗽🗽🗽🗽🚧🚧🚧 AND THE REST OF HIS PARTY	[0.11455269157886505, 0.637546718120575, 0.2479005604982376]	NEWS & POLITICS
https://www.youtube.com/watch?v=6aMRQGwiuo8	اناشد الله ثم اهل الخير يا ناس يا امة محمد صارت قلوبكم لا ﺭﺣﻤﻪ ﻭﻻ ﺷﻔﻘﻪ ﻭﻻ ﺃﻧﺴﺎﻧﻴﻪ اني ﻛﻢ ﺷﻜﻴﺖ ﻭﻛﻢ ﺑﻜﻴﺖ ﻛﻢ ﻧﺎﺩﻳﺖ ﻭﻛﻢ ﻧﺎﺷﺪﺕ ﻭﻟﻜﻦ ﻻ ﺣﻴﺎﺓ ﻟﻤﻦ ﺗﻨﺎﺩﻱ ﻫﻞ ﻳﺮﺿﻴﻜﻢ ﺃﻥ ﺃﺧﻮﺍﻧﻲ ﻳﺒﻜﻮﻥ ﻭﻳﻤﻮﺗﻮﻥ ﻣﻦ ﺍﻟﺠﻮﻉ ﻭﺃﻧﺘﻢ ﻣﻮﺟﻮﺩﻭﻥ ﻳﻌﻠﻢ ﺍﻟﻠﻪ ﺍﻟﻌﻠﻲ ﺍﻟﻌﻈﻴﻢ ﺃﻧﻨﺎ ﻻ ﻧﻤﻠﻚ ﺣﺘﻰ ﻗﻴﻤﺔ ﻛﻴﻠﻮ ﺩﻗﻴﻖ ﺃﺑﻲ ﻣﺘﻮﻓﻲ ﻭﺃﺧﻮﺍﻧﻲ ﺻﻐﺎﺭ ﻟﻴﺲ ﻟﻨﺎ ﺃﺣﺪ ﺃﻗﺴﻢ ﺑﺎﻟﻠﻪ ﺍﻟﻌﻈﻴﻢ ﺃﻧﻬﻢ ﻧﺎﻣﻮﺍ ﺃﻣﺲ ﺟﻮﻋﺎﻧﻴﻦ ﻭﻫﻢ ﻳﺒﻜﻮﻥ ﻭﺍﻟﺪﻣﻮﻉ ﺟﻔﺖ ﻣﻦ ﺍﻟﺒﻜﺎﺀ ﻳﺎﺃﻫﻞ ﺍﻟﺨﻴﺮ ﻫﻞ ﻳﺮﺿﻴﻜﻢ ﺃﻧﻨﺎ ﻣﻦ ﺃﻣﺲ ﻟﺤﺪ ﺍﻵﻥ ﺑﺪﻭﻥ ﺃﻛﻞ ﻳﺎﺃﺧﻮﺓ ﺍﻹﺳﻼﻡ ﻧﺤﻦ ﺃﺳﺮﻩ ﺃﻳﺘﺎﻡ ﻭﻧﺎﺯﺣﻴﻦ ﻭﻣﺸﺮﺩﻳﻦ مستاجرين بيت واليوم صارت علينا متاخرات حق الاجار وما استطعنا ندفع وصاحب البيت يشتي يخرجنا اذا مادفعنا الاجار ﺃﺭﺟﻮﻭﻛﻢ ﺳﺎﻋﺪﻭﻧﺎ ﻭﻓﺮﺣﻮﻧﺎ ﺃﺭﺟﻮﻛﻢ ﺃﻭﻗﻔﻮﺍ ﻣﻌﻨﺎ ﻭﺍﻟﻠﻪ ﺍﻟﻌﻈﻴﻢ ﺃﻧﻨﺎ ﺑﺄﻣﺲ ﺍﻟﺤﺎﺟﻪ ﺃﺳﺄﻟﻜﻢ ﺑﺎﻟﻠﻪ ﻳﺎﺃﻫﻞ ﺍﻟﺨﻴﺮ ﺍﻟﻲ ﻋﻨﺪﻩ ﺍﻟﻘﺪﺭﻩ ﻋﻠﻰ ﻣﺴﺎﻋﺪﺗﻨﺎ لايتاخر علينا لحظه هاذا رقمي واتساب 00967715650030 الذي يقدر يساعدنا يراسلني على الواتساب نرسله الاسم الكامل يحولنا بقدر استطاعته الله يحفضكم	[0.13561825454235077, 0.8165802955627441, 0.04780155420303345]	NEWS & POLITICS
https://www.youtube.com/watch?v=0FCLWh78QI0	Take the family with you too, after all they are giving you their baby	[0.03330986201763153, 0.6532164216041565, 0.31347382068634033]	NEWS & POLITICS
https://www.youtube.com/watch?v=0FCLWh78QI0	Question while admirable what they want to do i have is why are the families not looking to adopt a child from their own country im sure there many children looking for a forever home in their own country	[0.4235668480396271, 0.5349176526069641, 0.04151548445224762]	NEWS & POLITICS
https://www.youtube.com/watch?v=0FCLWh78QI0	ASAP !!!	[0.15114395320415497, 0.5257704854011536, 0.3230855464935303]	NEWS & POLITICS
https://www.youtube.com/watch?v=T4Hp-cQ6MJM	This should be a strong message for young American men and women thinking of military service. Forget it.	[0.285439670085907, 0.5197030901908875, 0.19485722482204437]	NEWS & POLITICS
https://www.youtube.com/watch?v=dJ4ZS4GSX5I	My heart goes out to all Indonesian who lost their love ones my neighbor country. It's time to turn to God and accept Jesus as our Lord and Savior of our soul. These are the signs that Jesus is coming	[0.08061648905277252, 0.5052564740180969, 0.41412705183029175]	NEWS & POLITICS
https://www.youtube.com/watch?v=dJ4ZS4GSX5I	What they do with alot team in Asiad 2018 now they get reply from angry of Lord	[0.26383084058761597, 0.7092704176902771, 0.026898756623268127]	NEWS & POLITICS
https://www.youtube.com/watch?v=dJ4ZS4GSX5I	As usual Australia steps up yet again. Where is the hands on help from other countries ?	[0.36700204014778137, 0.5469229221343994, 0.08607501536607742]	NEWS & POLITICS
https://www.youtube.com/watch?v=dJ4ZS4GSX5I	All thoughts and prayers :(	[0.2493191659450531, 0.6029391288757324, 0.14774157106876373]	NEWS & POLITICS
https://www.youtube.com/watch?v=dJ4ZS4GSX5I	build that walll	[0.19300943613052368, 0.6312751173973083, 0.17571547627449036]	NEWS & POLITICS
https://www.youtube.com/watch?v=dJ4ZS4GSX5I	The world is falling apart around us rapidly!. the signs are all there🌋🌋🌆🔥🌊 please give your life to Jesus Christ before it's too late He is the only way. 🙇‍♀️	[0.20586852729320526, 0.5070479512214661, 0.2870835065841675]	NEWS & POLITICS
https://www.youtube.com/watch?v=dJ4ZS4GSX5I	How will the lives be getting remembered, and also are those people that did survive make it to shelter's in time of impact?	[0.22046586871147156, 0.7484276294708252, 0.031106414273381233]	NEWS & POLITICS
https://www.youtube.com/watch?v=vxLCWnqvD5s	In Northeast Asian history, Japan was originally a primitive country created by Korea, in fact, Japan was a village country with a strong collective character rather than a country, and it was a country without language or culture. They have been living with the attention of Korea, but they have been able to overcome Korea by accepting Western culture a little early since modern times.,But in a long history, Japan was a Korean colony and a ruling local government in Korea. - In the history of Harvard-	[0.11546256393194199, 0.7994300723075867, 0.08510736376047134]	NEWS & POLITICS
https://www.youtube.com/watch?v=vxLCWnqvD5s	I'm in a japanese high school,so,What do you have opinions that present situation of Japan? Please tell me your opinions!	[0.0691085234284401, 0.8735526204109192, 0.057338811457157135]	NEWS & POLITICS
https://www.youtube.com/watch?v=vxLCWnqvD5s	Japan gov wants to see different mutant viruses around the world communicate with each other.	[0.2117745578289032, 0.7119139432907104, 0.07631156593561172]	NEWS & POLITICS
https://www.youtube.com/watch?v=vxLCWnqvD5s	The Olympics are still a thing people care about?	[0.23586004972457886, 0.6135693788528442, 0.15057052671909332]	NEWS & POLITICS
https://www.youtube.com/watch?v=vxLCWnqvD5s	Covid on those traveling sea ships for tourists. Workers gotcovid still out there. Wonder if workers got😠they shots???	[0.2986539900302887, 0.6456044316291809, 0.0557415671646595]	NEWS & POLITICS
https://www.youtube.com/watch?v=vxLCWnqvD5s	I miss abe	[0.31248417496681213, 0.5779403448104858, 0.10957540571689606]	NEWS & POLITICS
https://www.youtube.com/watch?v=vxLCWnqvD5s	"Im Japanese. Japanese media said ''If japan cancel Olympic , japan will pay about 1 Billion dollars to IOC. "" Right？"	[0.3222011625766754, 0.6187921762466431, 0.059006668627262115]	NEWS & POLITICS
https://www.youtube.com/watch?v=vxLCWnqvD5s	And the restrictions will be back right after the Olympics are over	[0.268655925989151, 0.6874959468841553, 0.04384806752204895]	NEWS & POLITICS
https://www.youtube.com/watch?v=vxLCWnqvD5s	COVID-19 should not afraid what is afraid to no money.	[0.27142980694770813, 0.6738132238388062, 0.05475699156522751]	NEWS & POLITICS
https://www.youtube.com/watch?v=vxLCWnqvD5s	Japan wants to make money	[0.15144170820713043, 0.7515928149223328, 0.09696559607982635]	NEWS & POLITICS
https://www.youtube.com/watch?v=vxLCWnqvD5s	Pakistan Foreign Minister Shah Mahmood Celebrating when France PM was slapped 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂	[0.29714471101760864, 0.599395215511322, 0.10346007347106934]	NEWS & POLITICS
https://www.youtube.com/watch?v=vxLCWnqvD5s	I am India	[0.09965381771326065, 0.7922987937927246, 0.10804744064807892]	NEWS & POLITICS
https://www.youtube.com/watch?v=vxLCWnqvD5s	first	[0.2165137529373169, 0.5076944231987, 0.27579185366630554]	NEWS & POLITICS
https://www.youtube.com/watch?v=pyhDQjCt0R0	Build a big camp for the koalas. Like the quarantine camps, Australia is so efficient at.	[0.1284836232662201, 0.5692011117935181, 0.30231529474258423]	NEWS & POLITICS
https://www.youtube.com/watch?v=5HTTgUMltww	I wish Dan Andrews was at that beach that day	[0.08662213385105133, 0.6347581148147583, 0.27861979603767395]	NEWS & POLITICS
https://www.youtube.com/watch?v=5HTTgUMltww	_As he sat on the Mount of Olives, the disciples came to him privately, saying, “Tell us, when will these things be, and what will be the sign of your coming and of the end of the age?” And Jesus answered them, _*_“See that no one leads you astray. For many will come in my name, saying, ‘I am the Christ,’ and they will lead many astray. And you will hear of wars and rumors of wars. See that you are not alarmed, for this must take place, but the end is not yet. For nation will rise against nation, and kingdom against kingdom, and there will be famines and earthquakes in various places. All these are but the beginning of the birth pains. “Then they will deliver you up to tribulation and put you to death, and you will be hated by all nations for my name’s sake. And then many will fall away and betray one another and hate one another. And many false prophets will arise and lead many astray. And because lawlessness will be increased, the love of many will grow cold. But the one who endures to the end will be saved. And this gospel of the kingdom will be proclaimed throughout the whole world as a testimony to all nations, and then the end will come._*_ Matthew 24:3‭-‬14_ *_“But when you see Jerusalem surrounded by armies, then know that its desolation has come near._*_ Luke 21:20_ *_“So when you see the abomination of desolation spoken of by the prophet Daniel, standing in the holy place,(...)_*_ Matthew 24:15_ _Forces from him will arise, desecrate the sanctuary fortress, and do away with the regular sacrifice. And they will set up the abomination of desolation. And by smooth words he will turn to godlessness those who act wickedly toward the covenant, but the people who know their God will be strong and take action. Daniel 11:31‭-‬32_ _And from the time that the regular sacrifice is abolished and the abomination of desolation is set up, there will be 1,290 days. Daniel 12:11_ *_(...)then let those who are in Judea flee to the mountains. Let the one who is on the housetop not go down to take what is in his house, and let the one who is in the field not turn back to take his cloak. And alas for women who are pregnant and for those who are nursing infants in those days! Pray that your flight may not be in winter or on a Sabbath. For then there will be great tribulation, such as has not been from the beginning of the world until now, no, and never will be. And if those days had not been cut short, no human being would be saved. But for the sake of the elect those days will be cut short._*_ Matthew 24:16-22_ *_“Immediately after the tribulation of those days the sun will be darkened, and the moon will not give its light, and the stars will fall from heaven, and the powers of the heavens will be shaken. Then will appear in heaven the sign of the Son of Man, and then all the tribes of the earth will mourn, and they will see the Son of Man coming on the clouds of heaven with power and great glory. And he will send out his angels with a loud trumpet call, and they will gather his elect from the four winds, from one end of heaven to the other._*_ Matthew 24:29‭-‬31_ *_Because you have kept the word of My perseverance, I also will keep you from the hour of testing, that hour which is about to come upon the whole world, to test those who dwell on the earth. I am coming quickly; hold fast what you have, so that no one will take your crown._*_ Revelation 3:10-11_ _But we do not want you to be uninformed, brothers and sisters, about those who are asleep, so that you will not grieve as indeed the rest of mankind do, who have no hope. For if we believe that Jesus died and rose from the dead, so also God will bring with Him those who have fallen asleep through Jesus. For we say this to you by the word of the Lord, that we who are alive and remain until the coming of the Lord will not precede those who have fallen asleep. For the Lord Himself will descend from heaven with a shout, with the voice of the archangel and with the trumpet of God, and the dead in Christ will rise first. Then we who are alive, who remain, will be caught up together with them in the clouds to meet the Lord in the air, and so we will always be with the Lord. 1 Thessalonians 4:13-17_ *_“But concerning that day and hour no one knows, not even the angels of heaven, nor the Son, but the Father only. For as were the days of Noah, so will be the coming of the Son of Man. For as in those days before the flood they were eating and drinking, marrying and giving in marriage, until the day when Noah entered the ark, and they were unaware until the flood came and swept them all away, so will be the coming of the Son of Man. Then two men will be in the field; one will be taken and one left. Two women will be grinding at the mill; one will be taken and one left. Therefore, stay awake, for you do not know on what day your Lord is coming._*_ Matthew 24:36‭-‬42_ _Know this first of all, that in the last days mockers will come with their mocking, following after their own lusts, and saying, “Where is the promise of His coming? For ever since the fathers fell asleep, all continues just as it was from the beginning of creation.” 2 Peter 3:3-4_ *_“For God so loved the world, that He gave His only begotten Son, that whoever believes in Him shall not perish, but have eternal life. For God did not send the Son into the world to judge the world, but that the world might be saved through Him. He who believes in Him is not judged; he who does not believe has been judged already, because he has not believed in the name of the only begotten Son of God. This is the judgment, that the Light has come into the world, and men loved the darkness rather than the Light, for their deeds were evil. For everyone who does evil hates the Light, and does not come to the Light for fear that his deeds will be exposed. But he who practices the truth comes to the Light, so that his deeds may be manifested as having been wrought in God.”_*_ John 3:16-21_ Repent now of all your sins (stay away from all sins) and abide in the Savior and Lord Jesus, the Christ, (Yeshua the Messiah) with all your heart, for the kingdom of heaven is at hand.	[0.3416917622089386, 0.6000655293464661, 0.05824257433414459]	NEWS & POLITICS
https://www.youtube.com/watch?v=5HTTgUMltww	Video with massgae Subject no of use method Subject business advnatge on educatioan increase past neast educatioan one Index all India Mumbai city educatioan Subject induastry terror part all topic email to keasri tours educatioan dept mahim weast mumbai city small requieast to massanger.	[0.1752440631389618, 0.7899784445762634, 0.03477753326296806]	NEWS & POLITICS
https://www.youtube.com/watch?v=5HTTgUMltww	Any Bondi Rescue fans here ???	[0.03903697058558464, 0.9197172522544861, 0.041245732456445694]	NEWS & POLITICS
https://www.youtube.com/watch?v=5HTTgUMltww	Facilites please take care issue Subject facilites method suburban method like terror suburban educatioan small requieast to massanger.	[0.4075378179550171, 0.5699697136878967, 0.022492459043860435]	NEWS & POLITICS
https://www.youtube.com/watch?v=5HTTgUMltww	Hope this doesn’t put off international visitors!	[0.2578592300415039, 0.581993818283081, 0.1601467877626419]	NEWS & POLITICS
https://www.youtube.com/watch?v=5HTTgUMltww	dont be confidence to a wild animals	[0.4621414542198181, 0.5135216116905212, 0.024336839094758034]	NEWS & POLITICS
https://www.youtube.com/watch?v=5HTTgUMltww	Australia UNSAFE 🔴🔴	[0.45625731348991394, 0.5100516676902771, 0.03369107097387314]	NEWS & POLITICS
