url	comment	scores	type
https://www.youtube.com/watch?v=79ogy1YNXtc	Listening to our brother, I am reminded of the fear I held from childhood about the hellfire. Reminds me of a dream all those years ago. I was a child sleeping when a knock outside my window. I opened the window and looked down. There in the dark was a river of fire and a small, cute boat resting against the walls and in the boat was the devil. Eventhough his body was red and he had a long red tail and horns upon his head, yet he was extremely handsome and had playfulness in his eyes. His mood was good and when he looked up seeing me looking at him he raised his hand beckoning me join him in his boat and go with him. I remember looking at him and refusing his hand, refusing the journey he offered. * lol. The dream was not scary and a dream of a child. It was after my conversion to Islam that the memory of this dream came back. Subhannallah. Hopefully it is ok i shared my dream.	[0.05009882524609566, 0.34094610810279846, 0.6089550852775574]	RELIGION
https://www.youtube.com/watch?v=79ogy1YNXtc	May Allah forgive our sin and open our door to jannah I need unlimited ameen	[0.022814994677901268, 0.41677090525627136, 0.5604141354560852]	RELIGION
https://www.youtube.com/watch?v=7qIZ8mz9gXI	I heard so much time this story..... i hope,,,, Allah bless us All to jannah,,,,ALLAH FORGIVE ME,,,	[0.007733040023595095, 0.1414729803800583, 0.8507941365242004]	RELIGION
https://www.youtube.com/watch?v=7qIZ8mz9gXI	Assalamu Alaykum brothers and sisters. We are teaching Arabic, so feel free to join us if you are interested ! May Allah SWT bless you with success and Barakah !	[0.0015377204399555922, 0.09946150332689285, 0.8990008234977722]	RELIGION
https://www.youtube.com/watch?v=WKa11G1Jpfs	Hi I like your information As u gave information is same as profit Muhammad (saw) please research on life of profit Muhammad. Thanking you.	[0.008180089294910431, 0.17438828945159912, 0.8174315094947815]	RELIGION
https://www.youtube.com/watch?v=WKa11G1Jpfs	Kalki Avatar is a FEMALE Avatar🙏🙏🙏 please consider it	[0.00973051693290472, 0.48001107573509216, 0.5102584958076477]	RELIGION
https://www.youtube.com/watch?v=WKa11G1Jpfs	"Yato dharma tato jaya ""Where there is dharma there is vasudev krishna, there is victory"" Jai Shri Krishna 🙏❤️"	[0.003485437948256731, 0.15832002460956573, 0.8381944894790649]	RELIGION
https://www.youtube.com/watch?v=WKa11G1Jpfs	I really liked the cover. Do you think Kalki can be born as a female? (Sorry I don't have much idea about scriptures, but I'm learning)	[0.010312446393072605, 0.15575455129146576, 0.8339329957962036]	RELIGION
https://www.youtube.com/watch?v=WKa11G1Jpfs	Great video, thank you.xLord Kalki just has to destroy the evil Cabal/New World Order/Banking cartels etc etc etc	[0.11416582018136978, 0.2688121497631073, 0.6170221567153931]	RELIGION
https://www.youtube.com/watch?v=WKa11G1Jpfs	I can proudly say that I belong to a religion which came into existence even before the existence of this planet..... when Mohammad was not born there was nothing called Islam, when jesus was not there there was no Christianity, when there was no moses there was no Judaism....but when lord Krishna was not born Hinduism was flourishing when lord Kalki is not borned Hinduism is flourishing and even after the pralay my glorious religion will exist... Jai sri Ram Jai Sri Krishna Jai Hindutva	[0.010586731135845184, 0.23446829617023468, 0.7549449801445007]	RELIGION
https://www.youtube.com/watch?v=P596EkLY_9U	Indian monk am a new subscriber of your channel, am loved in your informative video’s. May I request to you give English subtitle I’m your upcoming precious videos . It’s my humble request 🙏🙏🙏	[0.002030127914622426, 0.03858039155602455, 0.9593895077705383]	RELIGION
https://www.youtube.com/watch?v=P596EkLY_9U	Doing a great work when we are taught in school about mughals rather than teaching rich heritage of our country thanks alot 🙏	[0.03735187649726868, 0.1943250447511673, 0.7683231234550476]	RELIGION
https://www.youtube.com/watch?v=IcJO3LDrWQQ	Allah is allah ❤️🙏😘	[0.002258018823340535, 0.07805125415325165, 0.919690728187561]	RELIGION
https://www.youtube.com/watch?v=IcJO3LDrWQQ	PATIENCE IS THE 🔑 TO SUCCESS . ALLAH WILL GIVE THE BEST REWARDS TO THOSE WHO ARE PATIENCE . ALLAHU AKHBAR .	[0.004964726511389017, 0.1924586147069931, 0.8025765419006348]	RELIGION
https://www.youtube.com/watch?v=IcJO3LDrWQQ	May Allah swt make us of the people who are patient! And grant us Al-Firdaus ameen brothers may we al see together there in!❤❤👐	[0.0032314120326191187, 0.16363877058029175, 0.8331299424171448]	RELIGION
https://www.youtube.com/watch?v=jpDIZVernJw	Subhanallah this video is what I needed I was feeling some kind of weird pain in the chest uncomfortable now that I said Subhanallah I feel so much better thank u so much ya allah u made me muslim plz don't make me far from u	[0.014515583403408527, 0.07676665484905243, 0.9087177515029907]	RELIGION
https://www.youtube.com/watch?v=jpDIZVernJw	Ya Allah turns our sadness into happiness, frowns into smiles, hate into love, weakness into strength, and cleanse us of our shortcomings. Ameen.	[0.011857136152684689, 0.2340637743473053, 0.7540791630744934]	RELIGION
https://www.youtube.com/watch?v=jpDIZVernJw	May Allah help every of us, make our life better and make our Imaan stronger, Ameen.	[0.0019137843046337366, 0.08216085284948349, 0.9159254431724548]	RELIGION
https://www.youtube.com/watch?v=UNY-88yEn64	Assalamualikum, anyone who loves the Holy Quran very much can come to hear very beautiful Quranic recitations & Nasheed 😢🙏💗JazakAllah	[0.002437296789139509, 0.03220294788479805, 0.9653597474098206]	RELIGION
https://www.youtube.com/watch?v=LDQ0w_f5P2s	The parable of the jar is the crown jewel of the gospel of Thomas. Enigmatic and impactful, with an intuitive message that defies direct explaination.	[0.0038246603216975927, 0.1589055210351944, 0.8372697830200195]	RELIGION
https://www.youtube.com/watch?v=LDQ0w_f5P2s	What's really fascinating is that copies of the Gospel of Thomas are almost always found with copies of the Gospel of Jerry.	[0.003612067084759474, 0.1254206746816635, 0.8709672093391418]	RELIGION
https://www.youtube.com/watch?v=LDQ0w_f5P2s	The council of nicea!	[0.0084477374330163, 0.36821144819259644, 0.6233406662940979]	RELIGION
https://www.youtube.com/watch?v=LDQ0w_f5P2s	There are two constants that I see in all the gospels and teachings of and about Jesus that is to love and to look inside yourself for truth. I'm sure all the gospels contain some truth but the fact they have been retranslated several times and written by man which only means that there are most likely some imperfections. I have gotten closer to god now that i have learned to look within.	[0.013782085850834846, 0.41100186109542847, 0.5752161741256714]	RELIGION
https://www.youtube.com/watch?v=LDQ0w_f5P2s	Hi I just tripped over your channel, and I subscribed. Really enjoyed the video. Sheer Awesomesauce.	[0.003455826546996832, 0.028392182663083076, 0.9681519269943237]	RELIGION
https://www.youtube.com/watch?v=fDG5U0inNlE	With Paul, you're all welcome 👍	[0.001558474381454289, 0.06027867645025253, 0.9381629824638367]	RELIGION
https://www.youtube.com/watch?v=AT8bLaomvq0	Azura's blessing upon you.	[0.002083764411509037, 0.1178201362490654, 0.8800960779190063]	RELIGION
https://www.youtube.com/watch?v=0twopr59buc	"Excellent! love it! Perfect for my teaching purposes. I will be sure to add this to my own course resources for my students. Point seems to be to not use the term ""cult"" in the negative context that the media tends to use it. such use confuses and misleads the common man when they then hear academics use the term in the academic context. Just one question, what sort of term would you use for groups like Jim Jones' People's Temple (""bad religion"")? Or Charles manson's ""The Family""?"	[0.12695205211639404, 0.35868823528289795, 0.5143597722053528]	RELIGION
https://www.youtube.com/watch?v=DUUn6jtn4NE	My mouth was watering watching this one. I will absolutely make it this week! Thank you so much! You are amazing.	[0.0021541123278439045, 0.005646924022585154, 0.9921990036964417]	Cuisine
https://www.youtube.com/watch?v=KLkcS-YhY0U	I had a request! Can papa Sal teach us how to prep/can tomatoes? I am growing san matízano tomatoes this year to make amazing sauces From scratch ❤️	[0.0013831693213433027, 0.04067200794816017, 0.9579447507858276]	Cuisine
https://www.youtube.com/watch?v=KLkcS-YhY0U	I need to make this ASAP! Looks absolutely delicious! ☺️	[0.0014738813042640686, 0.006962952669709921, 0.9915633201599121]	Cuisine
https://www.youtube.com/watch?v=r8HuSkD0Nms	Throwing away bacon fat is almost sacrilegious😳😳😳😳 you can save it and use it for so many other things, like frying eggs or just adding a teaspoon in your soup and many more . This is one of my favorite meals, my daughter is the Guiness stew cook in my house , she has really perfected it🥰 Maybe I’ll ask her to make it for my birthday on the 28th😂 Her birthday is the 26th, so if I make her Favorit meal maybe she’ll make mine😄	[0.0022583440877497196, 0.023128408938646317, 0.9746131896972656]	Cuisine
https://www.youtube.com/watch?v=A-wE-fb_w68	Irish grandmother. Cabbage and scallions, lots of butter. Never tried kale. Looks great not made in years, bring back memories. She died 1984.	[0.11256267130374908, 0.3567144572734833, 0.5307227969169617]	Cuisine
https://www.youtube.com/watch?v=RWycD2yd0zE	☘️ 💚🍀”Top of the afternoon ta ya”; with our St. Patty’s Day just around the corner, this is a great version of the famous ☘️Irish Potato pancakes; Irish or Not? What is politically correct is to use the full Name and not slang; “☘️ St. Patrick’s Day”.	[0.010556565597653389, 0.171870157122612, 0.8175734281539917]	Cuisine
https://www.youtube.com/watch?v=YuL_OLWMd_U	Okay first time I made this, it came out perfect. 2nd time I made this, it went flat and my dough is kinda wet? I followed everything though except for shortening.	[0.06868287920951843, 0.3589678108692169, 0.5723493099212646]	Cuisine
https://www.youtube.com/watch?v=YuL_OLWMd_U	3:38 that's what she said! winning! lol. those cookies do look good though.	[0.002424992388114333, 0.032405391335487366, 0.9651696085929871]	Cuisine
https://www.youtube.com/watch?v=wAtvknk2xrQ	Wonderful recipe 😍 but can you write ingredients in grams?) for russian followers 🥺	[0.0020624222233891487, 0.035249974578619, 0.962687611579895]	Cuisine
https://www.youtube.com/watch?v=i3I3FiK3_r8	I wanted to see the chef once, who explained so well.	[0.006823203060775995, 0.1114695742726326, 0.8817071914672852]	Cuisine
https://www.youtube.com/watch?v=kju2UTYd_5s	the 3 ingredient grilled cheese: the one everyone makes at home the 6 ingredient grilled cheese: the one you can get at a restaurant the 12 ingredient grilled cheese: the one people buy from gourmet sandwich shops They look so delicious!	[0.001324118347838521, 0.01182885468006134, 0.986846923828125]	Cuisine
https://www.youtube.com/watch?v=4rZuPPFmDDk	You really never disappoint us, I really appreciate your effort and dedication to make interesting food videos for us just amazing 👍	[0.0023035546764731407, 0.010724990628659725, 0.986971378326416]	Cuisine
https://www.youtube.com/watch?v=JtpnjfDw8Kc	I feel like if you put the same stuff in the store bought tortilla with pre shredded cheese, it would be pretty similar and less hassle of having to make your own tortillas and shred your own cheese. But yes, homemade looks absolutely amazing	[0.017864521592855453, 0.08074167370796204, 0.9013938903808594]	Cuisine
https://www.youtube.com/watch?v=JtpnjfDw8Kc	ACK! Cilantro, the Devil's Dandruff! I will definitely make it, minus the soap-weed	[0.05124847963452339, 0.3010201156139374, 0.647731363773346]	Cuisine
https://www.youtube.com/watch?v=EApkyOBewEw	OMG u r even more Chinese than me in some way lmao…i love eat hot pot with my friends but i never made the base soup by myself, but i make tomato base sometimes, its easier and we can drink	[0.012182991951704025, 0.09764160960912704, 0.8901753425598145]	Cuisine
https://www.youtube.com/watch?v=EApkyOBewEw	"Argh, as I was saying to myself one year ago, you'll be speaking french in no time if you keep using french words haha ! But this time it's not ""accoutrement"" (that means outfit, clothes) but ""accompagnement"" (sides for dishes). Keep the good work ! You rock ! And your ""oignon"" is impeccable, always make me giggle !"	[0.005288352258503437, 0.035720959305763245, 0.9589906930923462]	Cuisine
https://www.youtube.com/watch?v=EApkyOBewEw	Josh is everyone’s favorite uncle when it comes to cooking!	[0.0014941561967134476, 0.03674928471446037, 0.9617566466331482]	Cuisine
https://www.youtube.com/watch?v=mrDJ2K3JXsA	As a brown girl who loves to cook. I'd recommend adding dried fenugreek leaves when you're simmering the chicken and the sauce. It really oumphs up the flavor.	[0.003579974640160799, 0.10500388592481613, 0.8914163112640381]	Cuisine
https://www.youtube.com/watch?v=mrDJ2K3JXsA	This is still good I've seen Jamie Oliver slaughter the chicken after is was dead and call it butter chicken.	[0.07234631478786469, 0.3293164074420929, 0.5983372330665588]	Cuisine
https://www.youtube.com/watch?v=mrDJ2K3JXsA	I remember seeing a comment that said it would be nice seeing your techniques for how to make things faster, and it’s nice to see that you included some tips this time! Though I’m still pretty sure I would make this much slower, but thanks for listening to your audience Josh :)	[0.00616646371781826, 0.0443013571202755, 0.9495320916175842]	Cuisine
https://www.youtube.com/watch?v=UeDMZIB8dg8	Hey man love everything you make on this channel food looks amazing every time but… **cost of oil not included** It does mention that you use the oil that you used for the chicken to also fry the curly fries but no cost. Great Value Veg Oil(Walmart):$2.98 for 48oz Video says use 4 quarts 2.6667 bottles 2.6667 x $2.98= $7.946 $7.95 + $1.78(price listed in recipe)= $9.73 That’s every time you make it and actually almost $3 more than you said it cost to go order it somewhere. Not hate just saying might want to include that.	[0.0056089297868311405, 0.055268723517656326, 0.9391223788261414]	Cuisine
https://www.youtube.com/watch?v=UeDMZIB8dg8	This looks to be also a somewhat but better on raisin cane's	[0.0037955879233777523, 0.18979528546333313, 0.8064090013504028]	Cuisine
https://www.youtube.com/watch?v=UeDMZIB8dg8	I haven’t even watched 1 minute yet but the thumbnail looks so freaking good. I will definitely make these to the best of my ability, papa.	[0.002329695038497448, 0.01014520600438118, 0.9875249862670898]	Cuisine
https://www.youtube.com/watch?v=kSa6n-b7d8o	500$ is at a high end restaurant. You can buy it and make it at home for much less. Definitely a special occasion dish but people should’t be scared to try it!	[0.00649628508836031, 0.16091997921466827, 0.8325836658477783]	Cuisine
https://www.youtube.com/watch?v=kSa6n-b7d8o	Look, I love to cook & love a well cooked meal. But watching a master in their craft is always a treat, no matter what it is. I’ll never be at Gordon’s level, but it’s so satisfying to watch.	[0.003296093549579382, 0.014712159521877766, 0.9819918274879456]	Cuisine
https://www.youtube.com/watch?v=zit9l5jtbws	"""This is where it gets messy, but exciting!..."" Suuuure..."	[0.06167234480381012, 0.22240817546844482, 0.7159194350242615]	Cuisine
https://www.youtube.com/watch?v=zit9l5jtbws	Gordon in the shower: “Just a dab of soap, a drizzle of water, and a splash, just a splash, of conditioner. And that’s how you make the most delicious, tender hair in the world.”	[0.009490717202425003, 0.19401761889457703, 0.7964915037155151]	Cuisine
https://www.youtube.com/watch?v=zit9l5jtbws	I totally agree with the method of using Yukon gold potatoes for the chips first cooked at a lower temperature and then cranking up the heat. When I was a kid making fries I tried to share this technique with my Dad but he wouldn't listen but I am the Queen a great fries. The fish Gordon did was excellent. I just wouldn't mash u those peas. I also find butter too rich so I would just use a touch of olive oil. I definitely would put lemon on my fish but hold the tartar sauce.	[0.034694068133831024, 0.2357020080089569, 0.7296038866043091]	Cuisine
https://www.youtube.com/watch?v=zit9l5jtbws	LIGHTLY season that fish.... Then wipe it all off.... Thats how you season the most amazing fish!!!	[0.008033961057662964, 0.08119611442089081, 0.9107698202133179]	Cuisine
https://www.youtube.com/watch?v=zit9l5jtbws	I want one Pls! !	[0.0036605538334697485, 0.10601472109556198, 0.8903247714042664]	Cuisine
https://www.youtube.com/watch?v=zit9l5jtbws	Fuckin amazing	[0.21448248624801636, 0.27487680315971375, 0.5106406807899475]	Cuisine
https://www.youtube.com/watch?v=zit9l5jtbws	The best guy with the best food with the best skills	[0.0014988494804129004, 0.021206289529800415, 0.9772948622703552]	Cuisine
https://www.youtube.com/watch?v=ds5MbgbXLBo	Ah watching Gordon cooking is like a brain massage	[0.01015598513185978, 0.22701780498027802, 0.7628262639045715]	Cuisine
https://www.youtube.com/watch?v=ds5MbgbXLBo	That is sexy?!	[0.01717560365796089, 0.1072239875793457, 0.8756004571914673]	Cuisine
https://www.youtube.com/watch?v=Q2QCvORjBYk	it looks so delicious, extremely fatty I think, but looks amazing.	[0.002674137009307742, 0.010603468865156174, 0.986722469329834]	Cuisine
https://www.youtube.com/watch?v=Q2QCvORjBYk	I absolutely love people who have this kind of pride in their work. They have a vision and a desire for quality over profits. Don't get me wrong, profits are great, but you can tell the difference between someone with passion for the work vs someone trying to make a buck.	[0.014477861113846302, 0.08366790413856506, 0.9018541574478149]	Cuisine
https://www.youtube.com/watch?v=Q2QCvORjBYk	im proud being called asian because we have japan.. although im not japanese 😁	[0.002855377970263362, 0.046612758189439774, 0.9505318999290466]	Cuisine
https://www.youtube.com/watch?v=86idhCsmZto	Rip great big story	[0.00478516798466444, 0.08351188153028488, 0.9117029309272766]	Cuisine
https://www.youtube.com/watch?v=86idhCsmZto	This guy is wholesome,we must protect him from gordon ramsay	[0.012998178601264954, 0.21989522874355316, 0.7671066522598267]	Cuisine
https://www.youtube.com/watch?v=86idhCsmZto	“After that I take my chop-chop,” *I will die for this man any day.* Edit: Omg thx for all the likes!	[0.13043786585330963, 0.32926908135414124, 0.5402929782867432]	Cuisine
https://www.youtube.com/watch?v=86idhCsmZto	This shit was cute and that smile deserves to be protected.	[0.10591651499271393, 0.21493025124073029, 0.6791532039642334]	Cuisine
https://www.youtube.com/watch?v=86idhCsmZto	It looks good but the bread is fried, not baked, so it's more of a Chinese pancake or a French crepe, not a pizza.	[0.047464627772569656, 0.43650469183921814, 0.5160306096076965]	Cuisine
https://www.youtube.com/watch?v=86idhCsmZto	Yo it looks just like Indonesian *EGG MARTABAK* 👌👌👌 The taste is superb! That dish is on the pinnacle of late night craving dish 😂	[0.0021928611677139997, 0.024284426122903824, 0.9735228419303894]	Cuisine
https://www.youtube.com/watch?v=bOsk1Io1qYY	Wow❤️👍🏻❤️👍🏻👍🏻❤️	[0.00201031262986362, 0.020017696544528008, 0.9779719710350037]	Cuisine
https://www.youtube.com/watch?v=bOsk1Io1qYY	All pani is very amazing ❤️❤️❤️🇪🇹 💚💛❤️	[0.001462562126107514, 0.007523130625486374, 0.9910140633583069]	Cuisine
https://www.youtube.com/watch?v=bOsk1Io1qYY	So many flavours ...I came to know first time... Delicious 😋	[0.0024065226316452026, 0.03514590859413147, 0.9624475240707397]	Cuisine
https://www.youtube.com/watch?v=bOsk1Io1qYY	Will surely try this. Good summer snack. Thanks for sharing. God bless you.	[0.0011070325272157788, 0.01149524562060833, 0.9873976707458496]	Cuisine
https://www.youtube.com/watch?v=bOsk1Io1qYY	6 flavors... never imagined... u r great....	[0.005618434865027666, 0.033099520951509476, 0.9612818956375122]	Cuisine
https://www.youtube.com/watch?v=bOsk1Io1qYY	ONE and only hebbars kitchen recipe must easy and yummy	[0.0026710480451583862, 0.06930360198020935, 0.9280253052711487]	Cuisine
https://www.youtube.com/watch?v=bOsk1Io1qYY	All pani is very amazing 🤤👌🙂	[0.001338699832558632, 0.010548519901931286, 0.9881128668785095]	Cuisine
https://www.youtube.com/watch?v=bOsk1Io1qYY	Thanku for recipe mam ...🤩we are trying it now mam ...❤️✨	[0.0009316265350207686, 0.0224074125289917, 0.9766608476638794]	Cuisine
https://www.youtube.com/watch?v=bOsk1Io1qYY	🙏💯😊	[0.006386061664670706, 0.15559889376163483, 0.838015079498291]	Cuisine
https://www.youtube.com/watch?v=bOsk1Io1qYY	First like n comment 💞💞	[0.004298285115510225, 0.1712685376405716, 0.8244331479072571]	Cuisine
https://www.youtube.com/watch?v=mHv9asERNM0	She is so beautiful.	[0.0022229680325835943, 0.014270152896642685, 0.9835068583488464]	ENTERTAINMENT
https://www.youtube.com/watch?v=4Xk4Qj1x9Fs	Aww loved that she actually played the game! Sometimes you can tell they don’t want to say lol	[0.029683738946914673, 0.15768952667713165, 0.8126267194747925]	ENTERTAINMENT
https://www.youtube.com/watch?v=z4_cXQ7Agz4	I grew up eating 12 grapes at midnite and It symbolizes 12-amazing months in the new year, at least that’s what mom always said,!	[0.0016096839681267738, 0.06475761532783508, 0.9336326718330383]	ENTERTAINMENT
https://www.youtube.com/watch?v=z4_cXQ7Agz4	There's something heart-warming and magical knowing Penelope and Salma are close friends, it's like finding out Rihanna and Beyonce are best friends or Messi and Ronaldo	[0.0015034693060442805, 0.025261688977479935, 0.9732348322868347]	ENTERTAINMENT
https://www.youtube.com/watch?v=BtftQFxyzIQ	I love that khloé's personality never changed.	[0.004974594339728355, 0.041350554674863815, 0.9536749124526978]	ENTERTAINMENT
https://www.youtube.com/watch?v=zR9J4F7nAEI	Don’t give up there’s great men out there!! Like Steve says look your best everyday!! Wear makeup, do your nails and look your best!! He’s out there, and don’t settle for less!! You deserve to be a wife!! Also, get your ring size so you can prepare for that wedding ring for your future husband!! 💍💍💍 😉😉😉	[0.0032533786725252867, 0.04264131933450699, 0.9541051983833313]	ENTERTAINMENT
https://www.youtube.com/watch?v=zR9J4F7nAEI	"""If you want more people to shake your hand, you've to extend your hand"" nice one Mr Steve 😂"	[0.018881304189562798, 0.3324056565761566, 0.6487131714820862]	ENTERTAINMENT
https://www.youtube.com/watch?v=yB7H3odA0zI	Hey Steve she's single I'm single lol ....she's beautiful tho 🌻🌻	[0.009441886097192764, 0.1041112020611763, 0.886447012424469]	ENTERTAINMENT
https://www.youtube.com/watch?v=aSEna5vubto	Steve, somehow you have been given a touch of King Solomon! You have been blessed! : )	[0.0015440672868862748, 0.020734891295433044, 0.9777211546897888]	ENTERTAINMENT
https://www.youtube.com/watch?v=wvZHakKYcuQ	I have a good looking single son 👍👍🤣	[0.00334428483620286, 0.05628789961338043, 0.9403676986694336]	ENTERTAINMENT
https://www.youtube.com/watch?v=dw3-k95QkDw	This guy just raised the bar for young artists	[0.004310986492782831, 0.07746243476867676, 0.9182265400886536]	ENTERTAINMENT
