Unnamed: 0	id	url	comment
63	19	https://www.youtube.com/watch?v=vAgwK2gVb6I	in last decade 1 million balochi went missing,died Why aren't we talking about this
64	20	https://www.youtube.com/watch?v=vAgwK2gVb6I	Our Balochistan doesn't hv 2g service Why aren't we talking about this
65	21	https://www.youtube.com/watch?v=vAgwK2gVb6I	Now they will see Ertugrul 🤣🤣 and fantasize about becoming a Ghazi
66	22	https://www.youtube.com/watch?v=vAgwK2gVb6I	Govt should invest and allow people to use all services and it can make the close watch and take the immediate action on anyone who misused.
67	23	https://www.youtube.com/watch?v=vAgwK2gVb6I	Lol POOKISTAN was celebrating solidarity day On 5 feb nd 4g restore Lol but still no tweets for our pookistan from KASHMIR 😫😫
68	24	https://www.youtube.com/watch?v=vAgwK2gVb6I	Wrong decision ❌❌
69	25	https://www.youtube.com/watch?v=vAgwK2gVb6I	Good job
70	26	https://www.youtube.com/watch?v=vAgwK2gVb6I	Kashmir is better for 4G than Punjab. 👍 I hope intelligence is active so no pak g-hadis can brainwash muslims against india.
71	27	https://www.youtube.com/watch?v=vAgwK2gVb6I	Will it last long ?? .....
72	28	https://www.youtube.com/watch?v=vAgwK2gVb6I	I disagree ! Balochistan doesn't even have internet services.. let alone 4g.. pak democracy has proven itself superior in this case ... lol
73	29	https://www.youtube.com/watch?v=vAgwK2gVb6I	"Terrorists be like "" WE ARE BACK""....and.... INDIAN ARMY be like "" FIRE IN THE HOLE""."
74	0	https://www.youtube.com/watch?v=59JYFW0PVBw	France has always been a trusted friend. Vive la France 🇫🇷❤️🇮🇳
75	1	https://www.youtube.com/watch?v=59JYFW0PVBw	We believe in Lord Shiva the Destroyer living peacefully but when any one disturb then feel the Destroy. HAR HAR MAHADEV
76	2	https://www.youtube.com/watch?v=59JYFW0PVBw	*🇨🇵❤🇮🇳 THANKS FRANCE , INDO=FRANCE RELATIONSHIP LONG LIVE , LONG LIVE.....🇨🇵🤝🇮🇳❤🇨🇵*
77	3	https://www.youtube.com/watch?v=59JYFW0PVBw	Pathetic, isn't it? A country of 1.4 billion people and yet no domestic industry to support the war effort, only buy buy buy ....And if you think 5 jets can make a difference on the ground? You are either naive or stupid or both.
78	4	https://www.youtube.com/watch?v=59JYFW0PVBw	Wouldn't be surprised if the pilots and the ground crew break-up into a choreographed dance routine, ting ting ting ting with their heads bobbling sideways.
79	5	https://www.youtube.com/watch?v=59JYFW0PVBw	India should agree for production of 114 Rafel aircraft indegenously with a assurance to assist in hastening production of Indian 5th generation aircraft HAL AMCA and repurchase of minimum numbers. This will be a win win situation as regards to the cost of production . We should induct both Rafel and AMCA 5th generation aircraft by 2016/2017.
80	6	https://www.youtube.com/watch?v=59JYFW0PVBw	Pakistan F16 to Chinese J20 Hum to surrender kar diye app bhi ready Ho jaao Poor and 3 rd generation jets of Pakistan and China Can't fight 5th generation Rafael's
81	7	https://www.youtube.com/watch?v=59JYFW0PVBw	the Chinese are watching India's bases
82	8	https://www.youtube.com/watch?v=59JYFW0PVBw	India should buy 200 Rafales
83	9	https://www.youtube.com/watch?v=59JYFW0PVBw	French Defence Minister Florence Parly, welcome to India, have a nice time here.
84	10	https://www.youtube.com/watch?v=59JYFW0PVBw	How about the F-35 or F-22? I bet India would like those.
85	11	https://www.youtube.com/watch?v=59JYFW0PVBw	Pakistan will colony of China if it buys Rafale jets
86	12	https://www.youtube.com/watch?v=59JYFW0PVBw	This news is good ... rather than local news garbage ... I am not interested in TAIMUR Kya kar raha hai and Anil Kapoor ki ladki ne kya ulti ki Twitter pe...
87	0	https://www.youtube.com/watch?v=v430BmlLHSM	This channel's editor-in-chief is sudhir chaudhary and he is the biggest psycophant of BJP. this channel is just meant to make international viewers feel good about modi.
88	1	https://www.youtube.com/watch?v=v430BmlLHSM	The ruling BJP is having the comfortable majority to pass any bill and amendment.the opposition parties can't do anything except barking like a street dogs
89	2	https://www.youtube.com/watch?v=v430BmlLHSM	Most of the protesters are congress workers and middlemen.
90	3	https://www.youtube.com/watch?v=v430BmlLHSM	I want to know is there any bill which was passed without opposition ( Congress ) protesting they basically blame every bill BJP introduced
91	4	https://www.youtube.com/watch?v=v430BmlLHSM	There is no use in dealing with corrupt govt ,middleman. Corporate is always competitive among themselves, so if u are not satisfied with one company there is always another one who is ready to accept your price to run there business.
92	5	https://www.youtube.com/watch?v=v430BmlLHSM	Small scale farmers never had a say in such matters. Affluent farmers and local political parties had monopoly in APMC since days of slavery. I am happy for this reform even its delayed by 74 years
93	6	https://www.youtube.com/watch?v=v430BmlLHSM	Warning : There is guy named Arnold Shmitt in the comment section just ignore him... thanks
94	7	https://www.youtube.com/watch?v=v430BmlLHSM	SILOS , Automated Harvesters , Grain Processing and Storage UNITS, Rapid transportation between COLD storage chains and warehouses ,,,,,, is what is the result of this bill ,, OUR Nehuvian Socialistic Bureaucratic RED-TAPE UNCLES don't like this !!
95	8	https://www.youtube.com/watch?v=v430BmlLHSM	People. No one of us is a pure God fallen from heaven so is not modi. But he is the PM we need right now because he is doing a lot of things rather than selling our country to west like congress did.
96	9	https://www.youtube.com/watch?v=v430BmlLHSM	Opposition doesn't not mean that you protest every bill the govt has passed . OK protest it but why provoke the general people . The a shame what the Congress party has become . No leadership ,no moral no ethics . Pathetic
97	10	https://www.youtube.com/watch?v=v430BmlLHSM	I don't know why only congres and opposition party are opposing bill?? But no farmer protest against this bill
98	11	https://www.youtube.com/watch?v=v430BmlLHSM	A bill which was needed. Congress is opposing bcoz they think it is thier bill
99	12	https://www.youtube.com/watch?v=v430BmlLHSM	Congratulations to farmers and Indian democracy...a step to contain farmer suicides eliminate muddle men many more markets availability for farmers to sell the produce ..use of technology for better price .. improve logistics and more investment ... Reduction in wastage ....jai Hind 💪🏿 jai kisan 🙏🏽
100	13	https://www.youtube.com/watch?v=v430BmlLHSM	Farmers doing all the things and the farmer gets only Rs 2 per kg of the vagetables and that vagetables sold in the market to the customers at more than Rs 30... farmers should get at least half rate.. I think by cutting the middle man modi govt have done right ❤️
101	14	https://www.youtube.com/watch?v=v430BmlLHSM	This chaos proves - Hi ndus are te rrorist 😁
102	15	https://www.youtube.com/watch?v=v430BmlLHSM	The same congress was using this same bill in their manifesto ..what an hypocrite.. The only places where they are protesting against is in Punjab and Harayana....just imagine how pathetic their intentions are ..they don't want farmers to come up in society and lead a decent life.😭😭 I am very happy that the bill has been passed ❤️ Jai Hind Jai Bharat 🙏
103	16	https://www.youtube.com/watch?v=v430BmlLHSM	The problem with this bill is that the Modi government has not taken a proactive stance on clarifying objections. These reforms are much needed, but if Modi doesn't address the farmers directly, then this will be like Shaheen Bagh 2.0. Farmers will only realize the benefits after some time. Until then the opposition will ensure that BJP loses all state elections. Unless this bull is taken by the horns.
104	17	https://www.youtube.com/watch?v=v430BmlLHSM	Rural economy is going to see a major growth in coming years ...
105	18	https://www.youtube.com/watch?v=v430BmlLHSM	its not for suisiding farmers.its for corporates you fools!
106	19	https://www.youtube.com/watch?v=v430BmlLHSM	Congratulations. Indian farmers
107	20	https://www.youtube.com/watch?v=v430BmlLHSM	Any sane individual can know that this bill is pro-farmers. It is the oppositions obsession with pm Modi’s hatred which is making them look idiotic!
108	21	https://www.youtube.com/watch?v=v430BmlLHSM	Good... finally something for farmers to look forward to...
109	0	https://www.youtube.com/watch?v=cRBax1RmTgc	Why not government build a wattsapp like app for people in india and keep our privacy safe
110	1	https://www.youtube.com/watch?v=cRBax1RmTgc	It is most encouraging to see India taking a leading role in international problem solving. Bravo India - you are well on the way to becoming a role model of good government.
111	2	https://www.youtube.com/watch?v=cRBax1RmTgc	World's 25 % people live in INDIA. Hence, we can teach any Trillion dollar company a lesson by stop using their services. They wont survive and come back on their knees back to INDIA. Time for WhatsApp to learn how to mess with INDIANS I guess. Lets bring them on their knees. No one can disrespect or disobey INDIA on a world level no more. Boys uninstall and rate 0 WhatsApp in marketplace and start using telegram.
112	3	https://www.youtube.com/watch?v=cRBax1RmTgc	Simple advice for all the online portals: Have a standard across the world that includes EU. EU consumer privacy laws and rights are one of the strongest in the world. We can just follow their lead and the online firms cannot argue against it.
113	4	https://www.youtube.com/watch?v=cRBax1RmTgc	Just ban it for few days , then they ll make change. Simple solution like what happened with pubg.
114	5	https://www.youtube.com/watch?v=cRBax1RmTgc	"Supreme Court to WhatsApp ""A apun ka area hai aur apun yaha ka baap hai"""
115	6	https://www.youtube.com/watch?v=cRBax1RmTgc	Everyone: Boycott's WhatsApp His company or school: We are sharing the zoom ID link in WhatsApp. Everyone: Download WhatsApp again
116	7	https://www.youtube.com/watch?v=cRBax1RmTgc	Bravo India from the Philippines.
117	8	https://www.youtube.com/watch?v=cRBax1RmTgc	Ban Facebook and WhatsApp. Perfect solution.
118	9	https://www.youtube.com/watch?v=cRBax1RmTgc	Deleted all social media (except youtube) trust me, you won't miss out on anything!
119	10	https://www.youtube.com/watch?v=cRBax1RmTgc	"""SANDES"" is coming..No need for Signal or Telegram."
120	11	https://www.youtube.com/watch?v=cRBax1RmTgc	0:23 United Nations whatsapp group 😂
121	12	https://www.youtube.com/watch?v=cRBax1RmTgc	So, WhatsApp can obey European Union but not India. Telegram Zindabad.
122	13	https://www.youtube.com/watch?v=cRBax1RmTgc	Why not Indian government also pass such bill like European union countries regarding users data privacy policy!
123	14	https://www.youtube.com/watch?v=cRBax1RmTgc	Its better for all of us to switch to Indian apps b4 they already take our information.
124	15	https://www.youtube.com/watch?v=cRBax1RmTgc	At least we are not like China... Who teaches lessons by Gun only🤣
125	16	https://www.youtube.com/watch?v=cRBax1RmTgc	India is now one of the leaders for the free world. So much rests on its shoulder good luck!
126	17	https://www.youtube.com/watch?v=cRBax1RmTgc	Bravo India! This is the way justice should work! Protecting the rights of the citizens! Greetings from Greece!
127	18	https://www.youtube.com/watch?v=cRBax1RmTgc	All these Tech giants thrive on our attachment and over dependence on them. Govt has already proved that banning these apps has no adverse impact on general public if anything it has positive impact..look at pubg, tiktok..
128	19	https://www.youtube.com/watch?v=cRBax1RmTgc	China does one thing right: use its massive population as leverage to keep these companies in line. India should do the same.
129	20	https://www.youtube.com/watch?v=cRBax1RmTgc	India needs to start its own whatsapp. Follow the China model. Make everything of our own.
130	21	https://www.youtube.com/watch?v=cRBax1RmTgc	Ask Mukesh Ambani to withdraw his join business with FB. Problem solved
131	22	https://www.youtube.com/watch?v=cRBax1RmTgc	SCI is a joke now a days.
132	23	https://www.youtube.com/watch?v=cRBax1RmTgc	WhatsApp already stealing datas for quite along already
133	24	https://www.youtube.com/watch?v=cRBax1RmTgc	It is Republic of Bharat not Whattsapp, thank Sc
134	25	https://www.youtube.com/watch?v=cRBax1RmTgc	"The Indian law respecting ""KOO"" will take up soon. Jai Hind."
135	26	https://www.youtube.com/watch?v=cRBax1RmTgc	WhatsApp is digging its own grave like twitter😂😂😂😆😆😆😜
136	27	https://www.youtube.com/watch?v=cRBax1RmTgc	there's a reason why China had banned FB and WhatsApp. Indians who do not want their data to be leaked, must leave FB and whatsapp.
137	28	https://www.youtube.com/watch?v=cRBax1RmTgc	Why arent we on Telegram yet... its a messaging + free ott app... 🤦‍♂️
138	29	https://www.youtube.com/watch?v=cRBax1RmTgc	Muslims stuffed in General & OBC QUOTA....even if they are poor....they will not be included in sc/st... very convenient for Hindus.
139	30	https://www.youtube.com/watch?v=cRBax1RmTgc	When India🇮🇳 know to isolate Pakistan then from the whole world. Now isolating china from the world. WhatsApp Trillions?????? Even trillions can be isolated.
140	31	https://www.youtube.com/watch?v=cRBax1RmTgc	Indians won’t stop using whatsapp no matter what, switching to telegram/ signal hype lasted for just a few days and no one deleted whatsapp
141	32	https://www.youtube.com/watch?v=cRBax1RmTgc	I guess this time both right and left wing agree with this decision.
142	33	https://www.youtube.com/watch?v=cRBax1RmTgc	I only use Facebook of all the Social Media out there but I already stop ✋ it’s been 3 months already.
143	34	https://www.youtube.com/watch?v=cRBax1RmTgc	Ban WhatsApp and facebook.
144	35	https://www.youtube.com/watch?v=cRBax1RmTgc	If these tech giants cant respect Indian laws in India, Might as well BAN Them. If that happens within Minutes, they will revert back and apologise.
145	36	https://www.youtube.com/watch?v=cRBax1RmTgc	Take away India’s billions from Trillions of WhatsApp, let’s see if the company survives after an year
146	37	https://www.youtube.com/watch?v=cRBax1RmTgc	Well company like this can easily control government.
147	38	https://www.youtube.com/watch?v=cRBax1RmTgc	use signal !
148	39	https://www.youtube.com/watch?v=cRBax1RmTgc	Every one is gangsta till Indian Supreme Court enters 💙
149	40	https://www.youtube.com/watch?v=cRBax1RmTgc	👍🤩
150	41	https://www.youtube.com/watch?v=cRBax1RmTgc	Super stoked 🙌
151	42	https://www.youtube.com/watch?v=cRBax1RmTgc	WhatsApp is garbage anyway. Move to Telegram or other services.
152	43	https://www.youtube.com/watch?v=cRBax1RmTgc	Great narration
153	44	https://www.youtube.com/watch?v=cRBax1RmTgc	i don't use that
154	45	https://www.youtube.com/watch?v=cRBax1RmTgc	Agree with Supreme court totally.
155	46	https://www.youtube.com/watch?v=cRBax1RmTgc	🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
156	47	https://www.youtube.com/watch?v=cRBax1RmTgc	Strange thumbnail from Wion
157	48	https://www.youtube.com/watch?v=cRBax1RmTgc	WhatsApp should understand that we have other options
158	49	https://www.youtube.com/watch?v=cRBax1RmTgc	law equal for all ... if you need your company to run in india you should obey rules .. else face ban
159	50	https://www.youtube.com/watch?v=cRBax1RmTgc	Real Fact.... Nothing is secure.... Because...it's mankind ...🤷🤷
160	51	https://www.youtube.com/watch?v=cRBax1RmTgc	Law Applicable to everyone
161	0	https://www.youtube.com/watch?v=3ZbKAEQZHiE	A O C IS IRELIANT , WE SHOULD IGNORE HER, SHE IS ANTI-AMERICAN!
162	1	https://www.youtube.com/watch?v=3ZbKAEQZHiE	Fjoe!!
163	2	https://www.youtube.com/watch?v=3ZbKAEQZHiE	"""The news will not be boring."" If that's the case then you obviously will not be showing any clips from CNN."
164	3	https://www.youtube.com/watch?v=3ZbKAEQZHiE	Godspeed Jesse Watters. (from a South African conservative and friend of real American patriots )
165	4	https://www.youtube.com/watch?v=3ZbKAEQZHiE	His promise? To be a condescending cawksucker and lie like a motherfawker…
166	5	https://www.youtube.com/watch?v=3ZbKAEQZHiE	Jesse Watters, you’re an amazing journalist. I’m proud to see you have your own prime time!!!
167	6	https://www.youtube.com/watch?v=3ZbKAEQZHiE	He is the Best Reporter in the US, HONEST AND BRAVE!.
168	7	https://www.youtube.com/watch?v=3ZbKAEQZHiE	Interview Klaus Schwab
169	8	https://www.youtube.com/watch?v=3ZbKAEQZHiE	Congrats Jesse with the new show! The humor and street interviews with ordinary people are the highlights. Rock on!
170	9	https://www.youtube.com/watch?v=3ZbKAEQZHiE	I want to see the right people held accountable for breaking our country down
171	10	https://www.youtube.com/watch?v=3ZbKAEQZHiE	We really need more like Jesse!!! Straight forward , and knows how to connect with people!!!
172	11	https://www.youtube.com/watch?v=3ZbKAEQZHiE	If you have guests please give them questions ahead of time. Great answers come from thoughtful consideration not just what comes off the top of your head at the time. Being fastest on your feet doesn't mean you are right. I would much rather have serious thought given to serious questions. JOMO
173	12	https://www.youtube.com/watch?v=3ZbKAEQZHiE	So glad to have him prime time! C’mon Jesse, give it to ‘em, you need to be our voice.
174	13	https://www.youtube.com/watch?v=3ZbKAEQZHiE	Congratulations Jesse, you deserve it! I totally love getting the news with so much humor! 😊
175	14	https://www.youtube.com/watch?v=3ZbKAEQZHiE	I just don't get why it took so long for them to give you this show. It's about time!
176	15	https://www.youtube.com/watch?v=3ZbKAEQZHiE	Love it! I'll be watching every program, Jesse!
177	16	https://www.youtube.com/watch?v=3ZbKAEQZHiE	After seeing some of the people Jesse interviewed on the street, all of my questions have been answered about why New York is in the condition it is. Jesse Watters is a true American Patriot, and he speaks the truth.
178	17	https://www.youtube.com/watch?v=3ZbKAEQZHiE	Keep telling the TRUTH and you will do just fine Mr. Jesse Watters. Looking forward to seeing your new show.
179	18	https://www.youtube.com/watch?v=3ZbKAEQZHiE	Congrats on the show! I just have to say I can't believe how braindead and brainwashed people have become since big tech and social media became available in the palm of your hand. Watching those street interviews was so hard to watch
180	19	https://www.youtube.com/watch?v=3ZbKAEQZHiE	Yo I've been watching this channel religiously for the past year and have not glimpsed at cnn or any other msnbc. I live in Australia and wish we had a channel here in this country that cares about the truth as much as you do. I sincerely hope once the fame and money comes though you guys won't sell out. This is the last hope I have for humanity and the truth. Please don't ever change.
181	20	https://www.youtube.com/watch?v=3ZbKAEQZHiE	Don’t leave out the Republicans they are just as bad, we need to clean house. We need conservatives in office
182	21	https://www.youtube.com/watch?v=3ZbKAEQZHiE	Prob speaking for millions when I say this: Jesse have liked constantly how you continue to go out into the world and interview real people , so glad the tradition is continuing on Primetime, as always fox is honest , unafraid and to the point but your shows adds that extra humor you just don't get anywhere else
183	22	https://www.youtube.com/watch?v=3ZbKAEQZHiE	Great sense of humor. Speaks out for the people in a non polarizing way
184	23	https://www.youtube.com/watch?v=3ZbKAEQZHiE	"""Jesse Watters Saves the World"" was a great read and makes me appreciate him more"
185	24	https://www.youtube.com/watch?v=3ZbKAEQZHiE	We need a complete cleaning of all corrupt politicians and businesses
186	25	https://www.youtube.com/watch?v=3ZbKAEQZHiE	I'm loving it! Jesse Waters keep rockin!🇨🇦🇨🇦🇨🇦
187	26	https://www.youtube.com/watch?v=3ZbKAEQZHiE	Dude! You're positioning yourself to complete with Truth Social! Smart! God bless America!
188	27	https://www.youtube.com/watch?v=3ZbKAEQZHiE	Can't wait to see what your show has in store for the next episodes. Too bad I don't have cable (I cut that cord) but I will look for clips on that media platform....Oh you know which one tube.
189	28	https://www.youtube.com/watch?v=3ZbKAEQZHiE	I can see why Bill O'Reilly picked this guy all those years ago. This is going to be a fun show to watch 😁
190	29	https://www.youtube.com/watch?v=3ZbKAEQZHiE	Huge congrats, Jesse! This is YOUR time. Go get 'em, tiger. Looking forward to keeping the pressure on the bad actors in our society, you ROCK!
191	30	https://www.youtube.com/watch?v=3ZbKAEQZHiE	"I want some segments probing the many ""irregularities"" surrounding 2020."
192	31	https://www.youtube.com/watch?v=3ZbKAEQZHiE	Jesse is one of my favorites, alongside Greg. He's reporting facts, ...
193	32	https://www.youtube.com/watch?v=3ZbKAEQZHiE	The clips in between Jesse's on the street interviews were hilarious.
